Mod:Item:MetaData, Localized Name
TConstruct:toughRod:13, Медный прочный стержень
TConstruct:toughRod:14, Бронзовый прочный стержень
TConstruct:toughRod:15, Алюмитовый прочный стержень
TConstruct:toughRod:16, Стальной прочный стержень
TConstruct:toughRod:17, Прочный стержень из синей слизи
TConstruct:toughRod:18, Прочный стержень из свиного железа
TConstruct:heavyPlate:0, Деревянная большая пластина
TConstruct:heavyPlate:1, Каменная большая пластина
TConstruct:heavyPlate:2, Железная большая пластина
TConstruct:heavyPlate:3, Кремниевая большая пластина
TConstruct:heavyPlate:4, Кактусовая большая пластина
TConstruct:heavyPlate:5, Костяная большая пластина
TConstruct:heavyPlate:6, Обсидиановая большая пластина
TConstruct:heavyPlate:7, Большая пластина из камня Нижнего мира
TConstruct:heavyPlate:8, Слизневая большая пластина
TConstruct:heavyPlate:9, Бумажная большая пластина
TConstruct:heavyPlate:10, Кобальтовая большая пластина
TConstruct:heavyPlate:11, Ардитовая большая пластина
TConstruct:heavyPlate:12, Мануллиновая большая пластина
TConstruct:heavyPlate:13, Медная большая пластина
TConstruct:heavyPlate:14, Бронзовая большая пластина
TConstruct:heavyPlate:15, Алюмитовая большая пластина
TConstruct:heavyPlate:16, Стальная большая пластина
TConstruct:heavyPlate:17, Большая пластина из синей слизи
TConstruct:heavyPlate:18, Большая пластина из свиного железа
TConstruct:swordBlade:0, Деревянное лезвие меча
TConstruct:swordBlade:1, Каменное лезвие меча
TConstruct:swordBlade:2, Железное лезвие меча
TConstruct:swordBlade:3, Кремниевое лезвие меча
TConstruct:swordBlade:4, Кактусовое лезвие меча
TConstruct:swordBlade:5, Костяное лезвие меча
TConstruct:swordBlade:6, Обсидиановое лезвие меча
TConstruct:swordBlade:7, Лезвие меча из камня Нижнего мира
TConstruct:swordBlade:8, Слизневое лезвие меча
TConstruct:swordBlade:9, Бумажное лезвие меча
TConstruct:swordBlade:10, Кобальтовое лезвие меча
TConstruct:swordBlade:11, Ардитовое лезвие меча
TConstruct:swordBlade:12, Мануллиновое лезвие меча
TConstruct:swordBlade:13, Медное лезвие меча
TConstruct:swordBlade:14, Бронзовое лезвие меча
TConstruct:swordBlade:15, Алюмитовое лезвие меча
TConstruct:swordBlade:16, Стальное лезвие меча
TConstruct:swordBlade:17, Лезвие меча из синей слизи
TConstruct:swordBlade:18, Лезвие меча из свиного железа
TConstruct:wideGuard:0, Деревянная широкая гарда
TConstruct:wideGuard:1, Каменная широкая гарда
TConstruct:wideGuard:2, Железная широкая гарда
TConstruct:wideGuard:3, Кремниевая широкая гарда
TConstruct:wideGuard:4, Кактусовая широкая гарда
TConstruct:wideGuard:5, Костяная широкая гарда
TConstruct:wideGuard:6, Обсидиановая широкая гарда
TConstruct:wideGuard:7, Широкая гарда из камня Нижнего мира
TConstruct:wideGuard:8, Слизневая широкая гарда
TConstruct:wideGuard:9, Бумажная широкая гарда
TConstruct:wideGuard:10, Кобальтовая широкая гарда
TConstruct:wideGuard:11, Ардитовая широкая гарда
TConstruct:wideGuard:12, Мануллиновая широкая гарда
TConstruct:wideGuard:13, Медная широкая гарда
TConstruct:wideGuard:14, Бронзовая широкая гарда
TConstruct:wideGuard:15, Алюмитовая широкая гарда
TConstruct:wideGuard:16, Стальная широкая гарда
TConstruct:wideGuard:17, Широкая гарда из синей слизи
TConstruct:wideGuard:18, Широкая гарда из свиного железа
TConstruct:handGuard:0, Деревянная малая гарда
TConstruct:handGuard:1, Каменная малая гарда
TConstruct:handGuard:2, Железная малая гарда
TConstruct:handGuard:3, Кремниевая малая гарда
TConstruct:handGuard:4, Кактусовая малая гарда
TConstruct:handGuard:5, Костяная малая гарда
TConstruct:handGuard:6, Обсидиановая малая гарда
TConstruct:handGuard:7, Малая гарда из камня Нижнего мира
TConstruct:handGuard:8, Слизневая малая гарда
TConstruct:handGuard:9, Бумажная малая гарда
TConstruct:handGuard:10, Кобальтовая малая гарда
TConstruct:handGuard:11, Ардитовая малая гарда
TConstruct:handGuard:12, Мануллиновая малая гарда
TConstruct:handGuard:13, Медная малая гарда
TConstruct:handGuard:14, Бронзовая малая гарда
TConstruct:handGuard:15, Алюмитовая малая гарда
TConstruct:handGuard:16, Стальная малая гарда
TConstruct:handGuard:17, Малая гарда из синей слизи
TConstruct:handGuard:18, Малая гарда из свиного железа
TConstruct:crossbar:0, Деревянная поперечная гарда
TConstruct:crossbar:1, Каменная поперечная гарда
TConstruct:crossbar:2, Железная поперечная гарда
TConstruct:crossbar:3, Кремниевая поперечная гарда
TConstruct:crossbar:4, Кактусовая поперечная гарда
TConstruct:crossbar:5, Костяная поперечная гарда
TConstruct:crossbar:6, Обсидиановая поперечная гарда
TConstruct:crossbar:7, Поперечная гарда из камня Нижнего мира
TConstruct:crossbar:8, Слизневая поперечная гарда
TConstruct:crossbar:9, Бумажная поперечная гарда
TConstruct:crossbar:10, Кобальтовая поперечная гарда
TConstruct:crossbar:11, Ардитовая поперечная гарда
TConstruct:crossbar:12, Мануллиновая поперечная гарда
TConstruct:crossbar:13, Медная поперечная гарда
TConstruct:crossbar:14, Бронзовая поперечная гарда
TConstruct:crossbar:15, Алюмитовая поперечная гарда
TConstruct:crossbar:16, Стальная поперечная гарда
TConstruct:crossbar:17, Поперечная гарда из синей слизи
TConstruct:crossbar:18, Поперечная гарда из свиного железа
TConstruct:knifeBlade:0, Деревянное лезвие ножа
TConstruct:knifeBlade:1, Каменное лезвие ножа
TConstruct:knifeBlade:2, Железное лезвие ножа
TConstruct:knifeBlade:3, Кремниевое лезвие ножа
TConstruct:knifeBlade:4, Кактусовое лезвие ножа
TConstruct:knifeBlade:5, Костяное лезвие ножа
TConstruct:knifeBlade:6, Обсидиановое лезвие ножа
TConstruct:knifeBlade:7, Лезвие ножа из камня Нижнего мира
TConstruct:knifeBlade:8, Слизневое лезвие ножа
TConstruct:knifeBlade:9, Бумажное лезвие ножа
TConstruct:knifeBlade:10, Кобальтовое лезвие ножа
TConstruct:knifeBlade:11, Ардитовое лезвие ножа
TConstruct:knifeBlade:12, Мануллиновое лезвие ножа
TConstruct:knifeBlade:13, Медное лезвие ножа
TConstruct:knifeBlade:14, Бронзовое лезвие ножа
TConstruct:knifeBlade:15, Алюмитовое лезвие ножа
TConstruct:knifeBlade:16, Стальное лезвие ножа
TConstruct:knifeBlade:17, Лезвие ножа из синей слизи
TConstruct:knifeBlade:18, Лезвие ножа из свиного железа
TConstruct:frypanHead:0, Деревянная сковорода
TConstruct:frypanHead:1, Каменная сковорода
TConstruct:frypanHead:2, Железная сковорода
TConstruct:frypanHead:3, Кремниевая сковорода
TConstruct:frypanHead:4, Кактусовая сковорода
TConstruct:frypanHead:5, Костяная сковорода
TConstruct:frypanHead:6, Обсидиановая сковорода
TConstruct:frypanHead:7, Сковорода из камня Нижнего мира
TConstruct:frypanHead:8, Слизневая сковорода
TConstruct:frypanHead:9, Бумажная сковорода
TConstruct:frypanHead:10, Кобальтовая сковорода
TConstruct:frypanHead:11, Ардитовая сковорода
TConstruct:frypanHead:12, Мануллиновая сковорода
TConstruct:frypanHead:13, Медная сковорода
TConstruct:frypanHead:14, Бронзовая сковорода
TConstruct:frypanHead:15, Алюмитовая сковорода
TConstruct:frypanHead:16, Стальная сковорода
TConstruct:frypanHead:17, Сковорода из синей слизи
TConstruct:frypanHead:18, Сковорода из свиного железа
TConstruct:signHead:0, Деревянная табличка
TConstruct:signHead:1, Каменная табличка
TConstruct:signHead:2, Железная табличка
TConstruct:signHead:3, Кремниевая табличка
TConstruct:signHead:4, Кактусовая табличка
TConstruct:signHead:5, Костяная табличка
TConstruct:signHead:6, Обсидиановая табличка
TConstruct:signHead:7, Табличка из камня Нижнего мира
TConstruct:signHead:8, Слизневая табличка
